Service Description,Receivable Owner,Service ID,Service Provider,Service Type,Eff Rate Amt
Ins tunnel cath < 5 years w/o port/pump,UHHS UHC,17362,UHC Angiography,Tech,"5,411.00"
Insert indwelling tunneled pleural cath,UHHS UHC,32316,UHC Angiography,Tech,"5,353.00"
Insert IV VCF all incl S&I imag guide when used,UHHS UHC,33812,UHC Angiography,Tech,"7,944.00"
Insert nontunnel CV cath < 5yrs old,UHHS UHC,15685,UHC Angiography,Tech,"3,578.00"
Insert of peripherally insert CVAD w/ subQ port > 5 Yrs Old,UHHS UHC,21220,UHC Angiography,Tech,"6,033.00"
Insert of perpherally inserted CVAD w/subq port < 5Yrs Old,UHHS UHC,9454,UHC Angiography,Tech,"3,447.00"
Insert PICC cath < 5yrs old,UHHS UHC,15687,UHC Angiography,Tech,"8,924.00"
Insertion of peritoneal venous shunt,UHHS UHC,33819,UHC Angiography,Tech,"8,441.00"
Intracranial Angioplasty/Stent,UHHS UHC,21229,UHC Angiography,Tech,"14,302.00"
Intravasc US  (noncor) during dx eval/ther interv ea addl ve,UHHS UHC,40486,UHC Angiography,Tech,"1,160.00"
Intravasc US (noncor) during dx eval/ther Interv 1st vessel,UHHS UHC,40485,UHC Angiography,Tech,"5,491.00"
Intro Cath Aorta,UHHS UHC,4059,UHC Angiography,Tech,"2,503.00"
Intro Cath Right Heart/Pulmon,UHHS UHC,4058,UHC Angiography,Tech,"1,990.00"
Intro Cath Super/Infer Vena Cava,UHHS UHC,4060,UHC Angiography,Tech,"1,601.00"
Intro Guide Renl Pel W/Dila-Pe,UHHS UHC,4061,UHC Angiography,Tech,"3,051.00"
Intro of Needle/cath upper/lower ext art,UHHS UHC,4065,UHC Angiography,Tech,"1,519.00"
Intro Of Needle/Intracath Vein+,UHHS UHC,4066,UHC Angiography,Tech,243.00
IV hydration each additional hour,UHHS UHC,17693,UHC Angiography,Tech,317.00
IV hydration initial up 31 minutes to 1 hour,UHHS UHC,17692,UHC Angiography,Tech,387.00
JeJunal  transgastric feeding tube 0270183.545,UHHS UHC,55355,UHC Angiography,Tech,"1,015.00"
KC Transgast-J Tube 1.5-3.0,UHHS UHC,28895,UHC Angiography,Tech,929.00
Kyphon Kurve Curved Bone Filter Device,UHHS UHC,62420,UHC Angiography,Tech,"1,200.00"
Left arm vascular malformation embolization sclerlotherapy,UHHS UHC,63886,UHC Angiography,Tech,"3,650.00"
Left plantar foot vascular malformation sclerotherapy,UHHS UHC,64549,UHC Angiography,Tech,"4,560.00"
LeMaitre Embolectomy Catheter E16518x,UHHS UHC,34758,UHC Angiography,Tech,297.00
LOCM 100-199 mg/ml per iodine/ml,UHHS UHC,17211,UHC Angiography,Tech,3.00
LOCM 200-299 mg/ml iodine/ml,UHHS UHC,17212,UHC Angiography,Tech,3.00
LOCM 300-399 mg/ml iodine/ml,UHHS UHC,17213,UHC Angiography,Tech,3.00
Lymphagnio pel/abd unilateral,UHHS UHC,18115,UHC Angiography,Tech,"2,435.00"
Lymphangio ext biilat,UHHS UHC,18113,UHC Angiography,Tech,"2,397.00"
Lymphangiogram pelv/abdom bilat S&I,UHHS UHC,15464,UHC Angiography,Tech,"2,584.00"
Lymphangiography extr only unilat rad s&i,UHHS UHC,8504,UHC Angiography,Tech,"1,028.00"
Marksman Catheter,UHHS UHC,40590,UHC Angiography,Tech,"3,735.00"
Mechanical removal of fibrin sheath from cvc via separate ve,UHHS UHC,32547,UHC Angiography,Tech,"3,440.00"
Mechanical removal of intraluminal obstruction from CVD,UHHS UHC,32550,UHC Angiography,Tech,"2,619.00"
Mechanical Thrombectomy Intracranial,UHHS UHC,52827,UHC Angiography,Tech,"11,229.00"
Mechanical thrombectomy primary perc non coronary,UHHS UHC,19097,UHC Angiography,Tech,"11,229.00"
Mechanical thrombectomy repeat subsequent day,UHHS UHC,19101,UHC Angiography,Tech,"6,896.00"
Mechanical thrombectomy second vessel same family,UHHS UHC,19098,UHC Angiography,Tech,"5,841.00"
Mechanical thrombectomy secondary,UHHS UHC,19099,UHC Angiography,Tech,"9,786.00"
Mechanical thrombectomy venous,UHHS UHC,19100,UHC Angiography,Tech,"8,682.00"
MEDCOMP Ash Split Cath II Tray/Cuff,UHHS UHC,27440,UHC Angiography,Tech,"1,088.00"
MEDCOMP Ash Split Cath II w/microb,UHHS UHC,27441,UHC Angiography,Tech,"1,088.00"
MEDCOMP Ash Split II Cath Tray/Cuff,UHHS UHC,27458,UHC Angiography,Tech,989.00
MEDCOMP Ash Split II Catheter,UHHS UHC,27463,UHC Angiography,Tech,990.00
Medcomp Dl Lumn Picc 5Frx60Cm,UHHS UHC,28884,UHC Angiography,Tech,464.00
Medcomp Dl Lumn Picc 6Frx60Cm,UHHS UHC,28883,UHC Angiography,Tech,426.00
Medcomp Hemo Intern Jugul 11.5,UHHS UHC,28879,UHC Angiography,Tech,250.00
Medcomp Plast Dignity Port Mid,UHHS UHC,28881,UHC Angiography,Tech,"1,095.00"
Medcomp Plast Dignity Prt 6.6,UHHS UHC,28880,UHC Angiography,Tech,"1,095.00"
MEDCOMP Pro-Line Injectbl C V Cath,UHHS UHC,27474,UHC Angiography,Tech,763.00
Medcomp Sgl Lumn Picc 5Frx60Cm,UHHS UHC,28882,UHC Angiography,Tech,246.00
MEDCOMP Split Cath III Cut Down Tray,UHHS UHC,27460,UHC Angiography,Tech,927.00
MEDCOMP Split Cath III Implnt Cath,UHHS UHC,27461,UHC Angiography,Tech,975.00
MEDCOMP Split Cath III Implnt Cath,UHHS UHC,27454,UHC Angiography,Tech,975.00
MedicalDevice-Cruiserplus Introducer,UHHS UHC,27599,UHC Angiography,Tech,229.00
Medrad Angioject Xpeedior catheter,UHHS UHC,27352,UHC Angiography,Tech,"2,631.00"
Medrad AngioJet DVX Thrombectomy Cath,UHHS UHC,27303,UHC Angiography,Tech,"3,493.00"
Medrad AngioJet Throbectomy Catheter,UHHS UHC,27438,UHC Angiography,Tech,"1,090.00"
Medrad AngioJet Thrombectomy Cath,UHHS UHC,27220,UHC Angiography,Tech,"1,949.00"
Medrad DVX Thrombectomy Catheter Set,UHHS UHC,27218,UHC Angiography,Tech,"6,376.00"
Medrad Thrombectomy Cath Set,UHHS UHC,27217,UHC Angiography,Tech,"6,664.00"
Medrad Thrombectomy Catheter Set,UHHS UHC,27230,UHC Angiography,Tech,"5,437.00"
Medtronic Admiral Extreme Balloon Catheter/Guidewire ADM0x0x,UHHS UHC,58892,UHC Angiography,Tech,255.00
Medtronic Amplatz Snare GN2501,UHHS UHC,55383,UHC Angiography,Tech,930.00
Medtronic Apollo Microcatheter 1055096000,UHHS UHC,55393,UHC Angiography,Tech,"6,135.00"
Medtronic Catheter Balloon Evercross 9x60 AB35W09060080,UHHS UHC,60820,UHC Angiography,Tech,237.00
Medtronic Catheter Venous Closure CF77x60,UHHS UHC,30436,UHC Angiography,Tech,"3,150.00"
Medtronic Cement Delivery Cartridge CC02A,UHHS UHC,60995,UHC Angiography,Tech,330.00
Medtronic Concerto PGLA Helical Detachable Coil System Fiber,UHHS UHC,58630,UHC Angiography,Tech,"2,022.00"
Medtronic Guidewire Transcend 1030608,UHHS UHC,55372,UHC Angiography,Tech,"1,470.00"
Medtronic Hawkone Artherectomy Syst Ext Tip H1LX,UHHS UHC,64100,UHC Angiography,Tech,"9,435.00"
Medtronic Input TS Introducer Sheath,UHHS UHC,27710,UHC Angiography,Tech,21.00
Medtronic Kyphon Bone Cement/Mixer CX01B,UHHS UHC,60992,UHC Angiography,Tech,825.00
Medtronic Kyphon Express II 1st Fracture KEX152EBCDS,UHHS UHC,60989,UHC Angiography,Tech,"10,869.00"
Medtronic Kyphopak OneStep 1st Fracture KPT1505,UHHS UHC,63170,UHC Angiography,Tech,"10,569.00"
Medtronic Kyphoplasty 1st Fracture KEX152EB,UHHS UHC,60990,UHC Angiography,Tech,"14,250.00"
Medtronic Micro Vascular Plug MVPxQ,UHHS UHC,53228,UHC Angiography,Tech,"5,085.00"
Medtronic Navien Catheter RFX05811508,UHHS UHC,55394,UHC Angiography,Tech,"4,905.00"
Medtronic OTW Coronary Stent,UHHS UHC,27360,UHC Angiography,Tech,"2,589.00"
Medtronic OTW Coronary Stent,UHHS UHC,27261,UHC Angiography,Tech,"3,802.00"
Medtronic OTW Stent,UHHS UHC,27294,UHC Angiography,Tech,"3,270.00"
Medtronic Reliant Balloon REL46,UHHS UHC,55338,UHC Angiography,Tech,"1,335.00"
Medtronic Thread Cortical Bone Dowel,UHHS UHC,27543,UHC Angiography,Tech,430.00
Medtronic Thread Cortical Bone Dowel,UHHS UHC,27520,UHC Angiography,Tech,511.00
Merit Angel Catheter AC3930A,UHHS UHC,59038,UHC Angiography,Tech,"6,750.00"
Merit Catheter Performa Radial 5/6fr,UHHS UHC,55094,UHC Angiography,Tech,135.00
Merit CorVocet Auto Biopsy Device Plus Coaxial CORCA18xxB,UHHS UHC,58639,UHC Angiography,Tech,150.00
Merit Med Corvocet Biopsy Needle Device CORA1815,UHHS UHC,64414,UHC Angiography,Tech,117.00
Merit Medical Inflation Syringe,UHHS UHC,27676,UHC Angiography,Tech,137.00
Merit Modified Cerebral Diag Cath,UHHS UHC,27640,UHC Angiography,Tech,34.00
Mermaid MDrain Nephrostomy Drainage Catheter with locking pi,UHHS UHC,58646,UHC Angiography,Tech,180.00
Metronic Kyphon Bone Cement Delivery System CDS2A,UHHS UHC,60993,UHC Angiography,Tech,"1,635.00"
MicroThera HyperGlide Occl Balln,UHHS UHC,27379,UHC Angiography,Tech,"2,222.00"
MicroTherap Hydrophilic Guidewire,UHHS UHC,27516,UHC Angiography,Tech,545.00
MicroTherapeutics Equinox Catheter,UHHS UHC,27401,UHC Angiography,Tech,"1,772.00"
MicroTherapeutics HyperForm Oclss,UHHS UHC,27310,UHC Angiography,Tech,"3,134.00"
MicroVen MicroP 18 10/26 Cmplx Embo Coil,UHHS UHC,28846,UHC Angiography,Tech,"1,200.00"
MicroVen MicroP 18 12/31 Cmplx Embo Coil,UHHS UHC,28847,UHC Angiography,Tech,"2,850.00"
MicroVen MicroP 18 5/20 Cmplx Embo Coil,UHHS UHC,28849,UHC Angiography,Tech,640.00
MicroVen MicroP 18 6/15 Cmplx Embo Coil,UHHS UHC,28848,UHC Angiography,Tech,"1,145.00"
MicroVen MicroP 18 Heli Sft Embo Coil,UHHS UHC,28850,UHC Angiography,Tech,590.00
MicroVen MicroPlex 18 Helic Embo Coil,UHHS UHC,28845,UHC Angiography,Tech,690.00
MicroVention Embolic System,UHHS UHC,27226,UHC Angiography,Tech,"5,941.00"
MicroVention Helical Coil,UHHS UHC,27267,UHC Angiography,Tech,"3,706.00"
MicroVention Helical Coil,UHHS UHC,27727,UHC Angiography,Tech,"4,360.00"
MicroVention Helical Coil,UHHS UHC,27242,UHC Angiography,Tech,"4,633.00"
MicroVention HydroCoil-14 Embolic,UHHS UHC,27283,UHC Angiography,Tech,"3,461.00"
MicroVention HydroCoil-14 Embolic,UHHS UHC,27717,UHC Angiography,Tech,"4,088.00"
MicroVention HydroCoil-14 Embolic,UHHS UHC,27246,UHC Angiography,Tech,"4,497.00"
MicroVention HydroCoil-14 Embolic,UHHS UHC,27240,UHC Angiography,Tech,"4,633.00"
MicroVention HydroSoft10 Embol Coil,UHHS UHC,27351,UHC Angiography,Tech,"2,631.00"
MicroVention HydroSoft10 Embol Coil,UHHS UHC,27720,UHC Angiography,Tech,"3,379.00"
MicroVention HydroSoft10 Embol Coil,UHHS UHC,27252,UHC Angiography,Tech,"4,033.00"
MicroVention MicroPlex10 Coil,UHHS UHC,27358,UHC Angiography,Tech,"2,589.00"
MicroVention MicroPlex10 Coil,UHHS UHC,27347,UHC Angiography,Tech,"2,671.00"
MicroVention MicroPlex10 Coil,UHHS UHC,27313,UHC Angiography,Tech,"3,134.00"
MicroVention MicroPlex-10 Coil Sys,UHHS UHC,27362,UHC Angiography,Tech,"2,562.00"
MicroVention MicroPlex-10 Coil Sys,UHHS UHC,27343,UHC Angiography,Tech,"2,698.00"
MicroVention MicroPlex10 Embo Coil,UHHS UHC,27376,UHC Angiography,Tech,"2,317.00"
MicroVention MicroPlex10 Embo Coil,UHHS UHC,27373,UHC Angiography,Tech,"2,426.00"
MicroVention MicroPlex10 Embol Sys,UHHS UHC,27312,UHC Angiography,Tech,"3,134.00"
MicroVention MicroPlex-18 Coil Sys,UHHS UHC,27354,UHC Angiography,Tech,"2,616.00"
Microvention Scepter C Balloon Catheter BC0420C,UHHS UHC,55395,UHC Angiography,Tech,"4,200.00"
Microvention Scepter XC Balloon Catheter BC0411XC,UHHS UHC,55396,UHC Angiography,Tech,"5,100.00"
Micrus Cashmere Cerecyte Microcoil,UHHS UHC,27244,UHC Angiography,Tech,"4,565.00"
Micrus Cashmere Cerecyte Microcoil,UHHS UHC,27239,UHC Angiography,Tech,"4,647.00"
Micrus Cashmere Cerecyte Microcoil,UHHS UHC,27238,UHC Angiography,Tech,"4,729.00"
Micrus Cashmere Cerecyte Microcoil,UHHS UHC,27202,UHC Angiography,Tech,"7,903.00"
Micrus Cashmere Complex14 Microcoil,UHHS UHC,27304,UHC Angiography,Tech,"3,161.00"
Micrus Courier ENZO Microcatheter,UHHS UHC,27390,UHC Angiography,Tech,"2,167.00"
Micrus Deltapaq10 Cerecyte Microcoil,UHHS UHC,27278,UHC Angiography,Tech,"3,530.00"
Micrus Deltapaq10 Embo Microcoil,UHHS UHC,27327,UHC Angiography,Tech,"3,883.00"
Micrus Deltapaq10 Embol Microcoil,UHHS UHC,27342,UHC Angiography,Tech,"2,712.00"
Micrus Endovascular Connecting Cable,UHHS UHC,27596,UHC Angiography,Tech,293.00
Micrus Endovascular Presidio-18 Coil,UHHS UHC,27213,UHC Angiography,Tech,"7,345.00"
Micrus Endovascular Watusi Guidewire,UHHS UHC,27491,UHC Angiography,Tech,669.00
Micrus EnPower Control Cable,UHHS UHC,27531,UHC Angiography,Tech,478.00
Micrus Hel. SR 10 Embolization Coil,UHHS UHC,27177,UHC Angiography,Tech,"19,075.00"
Micrus Hel. SR 10 Embolization Coil,UHHS UHC,27396,UHC Angiography,Tech,"1,962.00"
Micrus Hel. SR 10 Embolization Coil,UHHS UHC,27394,UHC Angiography,Tech,"1,977.00"
Micrus Helical10 Microcoil,UHHS UHC,27397,UHC Angiography,Tech,"1,922.00"
Micrus Helipaq Cerecyte Sys Microcoil,UHHS UHC,27307,UHC Angiography,Tech,"3,134.00"
Micrus Helipaq Helical10 Microcoil,UHHS UHC,27392,UHC Angiography,Tech,"2,031.00"
Micrus Helipaq Helical10 Microcoil,UHHS UHC,27389,UHC Angiography,Tech,"2,058.00"
Micrus Helipaq Helical10 Microcoil,UHHS UHC,27384,UHC Angiography,Tech,"2,140.00"
Micrus Helipaq Helical10 Microcoil,UHHS UHC,27383,UHC Angiography,Tech,"2,153.00"
Micrus Helipaq Helical10 Microcoil,UHHS UHC,27382,UHC Angiography,Tech,"2,180.00"
Micrus Micrusphere ACT MicroCoil Sys,UHHS UHC,27339,UHC Angiography,Tech,"2,725.00"
Micrus Micrusphere ACT MicroCoil Sys,UHHS UHC,27309,UHC Angiography,Tech,"3,134.00"
Micrus Micrusphere Cerecyte Microcoil,UHHS UHC,27306,UHC Angiography,Tech,"3,134.00"
Micrus Micrusphere Embo Microcoil,UHHS UHC,27371,UHC Angiography,Tech,"2,453.00"
Micrus Micrusphere Embo Microcoil,UHHS UHC,27340,UHC Angiography,Tech,"2,725.00"
Micrus Micrusphere Embo Microcoil,UHHS UHC,27335,UHC Angiography,Tech,"2,821.00"
Micrus Micrusphere Embo Microcoil,UHHS UHC,27321,UHC Angiography,Tech,"2,998.00"
Micrus Micrusphere Embol Microcoil,UHHS UHC,27336,UHC Angiography,Tech,"2,767.00"
Micrus Micrusphere Microcoil,UHHS UHC,27334,UHC Angiography,Tech,"2,849.00"
Micrus Micrusphere Microcoil,UHHS UHC,27333,UHC Angiography,Tech,"2,862.00"
Micrus Micrusphere Microcoil,UHHS UHC,27331,UHC Angiography,Tech,"2,876.00"
Micrus Micrusphere Microcoil,UHHS UHC,27330,UHC Angiography,Tech,"3,193.00"
Micrus Micrusphere Microcoil,UHHS UHC,27326,UHC Angiography,Tech,"2,971.00"
Micrus Micrusphere Microcoil,UHHS UHC,27318,UHC Angiography,Tech,"3,067.00"
Micrus Micrusphere Microcoil,UHHS UHC,27314,UHC Angiography,Tech,"3,134.00"
Micrus Presidio Cerecyte Coil,UHHS UHC,27207,UHC Angiography,Tech,"7,944.00"
Micrus Presidio Cerecyte Microcoil,UHHS UHC,27221,UHC Angiography,Tech,"7,285.00"
Micrus Presidio18 Cerecyte Coil Sys,UHHS UHC,27293,UHC Angiography,Tech,"3,270.00"
Micrus Presidio18 Cerecyte Coil Sys,UHHS UHC,27276,UHC Angiography,Tech,"3,543.00"
Micrus Presidio18 Cerecyte Coil Sys,UHHS UHC,27718,UHC Angiography,Tech,"3,815.00"
Micrus Presidio18 Cerecyte Coil Sys,UHHS UHC,27222,UHC Angiography,Tech,"6,446.00"
Micrus Presidio18 Cerecyte Coil Sys,UHHS UHC,27210,UHC Angiography,Tech,"7,385.00"
Micrus Spherical10 Microcoil,UHHS UHC,27714,UHC Angiography,Tech,"7,345.00"
Micrus Spherical10 Microcoil,UHHS UHC,27201,UHC Angiography,Tech,"7,903.00"
Micrus Spherical10 Microcoil,UHHS UHC,27200,UHC Angiography,Tech,"8,039.00"
Micrus Spherical10 Mircrusphere Coil,UHHS UHC,27308,UHC Angiography,Tech,"3,134.00"
Micrus Spherical18 ACT Microcoil Sys,UHHS UHC,27328,UHC Angiography,Tech,"2,930.00"
Micrus Ultipaq Cerecyte Microcoil,UHHS UHC,27299,UHC Angiography,Tech,"3,216.00"
Micrus Ultipaq Helical10 Microcoil,UHHS UHC,27375,UHC Angiography,Tech,"2,317.00"
Micrus Ultipaq Helical10 Microcoil,UHHS UHC,27372,UHC Angiography,Tech,"2,440.00"
Micrus Ultipaq Helical10 Microcoil,UHHS UHC,27369,UHC Angiography,Tech,"2,467.00"
Micrus Ultipaq Helical10 Microcoil,UHHS UHC,27722,UHC Angiography,Tech,"2,494.00"
Micrus Ultipaq Helical10 Microcoil,UHHS UHC,27366,UHC Angiography,Tech,"2,522.00"
Micrus Ultipaq Helical10 Microcoil,UHHS UHC,27346,UHC Angiography,Tech,"2,715.00"
Micrus Ultipaq Helical10 Microcoil,UHHS UHC,27311,UHC Angiography,Tech,"3,134.00"
Micrus Ultipaq Helical10 Microcoil,UHHS UHC,27203,UHC Angiography,Tech,"7,903.00"
Misc Angio Procedure-Rev Integrity Only,UHHS UHC,41954,UHC Angiography,Tech,0.00
Mod sedat different prov  from proc ea addl 15 min,UHHS UHC,42503,UHC Angiography,Tech,88.00
Mod sedat different prov  from proc init 15 min < 5 yrs old,UHHS UHC,42501,UHC Angiography,Tech,"1,171.00"
Mod sedat different prov  from proc init 15 min >5 yrs old,UHHS UHC,42502,UHC Angiography,Tech,791.00
Mod sedat same prov  perf proc ea addl 15 min,UHHS UHC,42500,UHC Angiography,Tech,88.00
Mod sedat same prov perf proc init 15 min < 5 yrs old,UHHS UHC,42498,UHC Angiography,Tech,"1,171.00"
Mod sedat same prov perf proc init 15 min > 5 yrs old,UHHS UHC,42499,UHC Angiography,Tech,791.00
Myelography Lumbosacral S&I,UHHS UHC,9613,UHC Angiography,Tech,"2,255.00"
Myelography via lumbar inj incl radiological s & i thoracic,UHHS UHC,39338,UHC Angiography,Tech,"3,825.00"
Myelography via lumbar inj includ radiological S&I lumbosacr,UHHS UHC,39340,UHC Angiography,Tech,"3,825.00"
Naso/oro gastric tube place req phys skills & Fluoro guid,UHHS UHC,38750,UHC Angiography,Tech,601.00
Navilyst Med Angio Core Guidewire,UHHS UHC,27673,UHC Angiography,Tech,109.00
Navilyst Vaxcell IR Kit w/Guidewire,UHHS UHC,27635,UHC Angiography,Tech,164.00
Nerve block local anesthetic/narcotic,UHHS UHC,30118,UHC Angiography,Tech,"2,386.00"
Nerve block local anesthetic/neurolytic,UHHS UHC,30119,UHC Angiography,Tech,"2,067.00"
"Neurotherm disp RF electrodes (5,10,15cm)",UHHS UHC,28465,UHC Angiography,Tech,293.00
NeuroVasx Sub-Micorinfusion Catheter,UHHS UHC,27533,UHC Angiography,Tech,478.00
Never touch kit 65cm,UHHS UHC,30608,UHC Angiography,Tech,914.00
Open/perc iliac artery unilat init vessel w/translum angio,UHHS UHC,32009,UHC Angiography,Tech,"11,682.00"
Open/perq place stent ea add,UHHS UHC,37975,UHC Angiography,Tech,"17,141.00"
Open/perqplace stent 1st,UHHS UHC,37973,UHC Angiography,Tech,"13,845.00"
OsteoCool Bone Access Kit 10G 090,UHHS UHC,62416,UHC Angiography,Tech,"1,200.00"
Patency Indwelling Venous Cath,UHHS UHC,9450,UHC Angiography,Tech,"2,240.00"
Penumbra 6F Neuron 125cm catheter,UHHS UHC,54941,UHC Angiography,Tech,375.00
Penumbra Ace68 High Flow Catheter,UHHS UHC,54946,UHC Angiography,Tech,"8,385.00"
Penumbra Aspiration Tubing,UHHS UHC,39825,UHC Angiography,Tech,"1,095.00"
Penumbra Benchmark Catheter,UHHS UHC,39823,UHC Angiography,Tech,"2,985.00"
Penumbra Cath Reperfusion,UHHS UHC,28920,UHC Angiography,Tech,"3,148.00"
Penumbra Cath Separator,UHHS UHC,28921,UHC Angiography,Tech,"6,595.00"
Penumbra Coil Ruby SM 11-10cm RBY4C0204,UHHS UHC,64101,UHC Angiography,Tech,"2,970.00"
Penumbra Indigo 5/6/8 fr catheter CAT5,UHHS UHC,55096,UHC Angiography,Tech,"3,735.00"
Penumbra Indigo Aspiration system IST2,UHHS UHC,55357,UHC Angiography,Tech,"1,095.00"
Penumbra Indigo Separator,UHHS UHC,55356,UHC Angiography,Tech,"5,865.00"
Penumbra Max Distal Delivery Catheter 4/5F,UHHS UHC,55397,UHC Angiography,Tech,"4,650.00"
Penumbra Microcatheter Lantern Straight Tip 025x135,UHHS UHC,55097,UHC Angiography,Tech,"2,370.00"
Penumbra MP Neuron Delivery Catheter,UHHS UHC,27427,UHC Angiography,Tech,"1,540.00"
Penumbra Neuron 5 fr 120cm catheter,UHHS UHC,54945,UHC Angiography,Tech,375.00
Penumbra neuron max 6 fr 088 sheath,UHHS UHC,54944,UHC Angiography,Tech,"1,470.00"
Penumbra POD Occlusion Device RBYPODx,UHHS UHC,55342,UHC Angiography,Tech,"5,370.00"
Penumbra Pump Canister,UHHS UHC,28923,UHC Angiography,Tech,218.00
Penumbra Pump Canister PAPS2,UHHS UHC,54943,UHC Angiography,Tech,"1,095.00"
Penumbra Revascularization 3D PSR3D,UHHS UHC,55384,UHC Angiography,Tech,"16,170.00"
Penumbra Ruby Coil Detachment Handle RH1,UHHS UHC,58649,UHC Angiography,Tech,729.00
Penumbra Ruby Coil large 26 cm and up RBY2C1857,UHHS UHC,55341,UHC Angiography,Tech,"3,897.00"
Penumbra Ruby Coil Med 15-25cm RBY2C0825,UHHS UHC,55340,UHC Angiography,Tech,"2,997.00"
Penumbra Ruby Coil Std 1-6cm RBY2C0xxx,UHHS UHC,55339,UHC Angiography,Tech,"2,397.00"
Penumbra Tubing Aspiration Str,UHHS UHC,28922,UHC Angiography,Tech,"1,050.00"
Penumbra Velocity Delivery Microcatheter,UHHS UHC,54942,UHC Angiography,Tech,"3,171.00"
Perc balloon angioplasty intracranial,UHHS UHC,21228,UHC Angiography,Tech,"11,158.00"
Perc image guide catheter fluid drainage,UHHS UHC,38988,UHC Angiography,Tech,372.00
Perc portal vein cath-any method,UHHS UHC,6071,UHC Angiography,Tech,"2,368.00"
Perc remov/replace inter dwell uret stent,UHHS UHC,33658,UHC Angiography,Tech,"4,860.00"
Perc thrombect/infus thrombolysis dialysis circ w/ balloon a,UHHS UHC,42010,UHC Angiography,Tech,"7,356.00"
Perc thrombect/infus thrombolysis dialysis circ w/stent plac,UHHS UHC,42011,UHC Angiography,Tech,"18,152.00"
Perc thrombectomy/infus thrombolysis dialysis circ,UHHS UHC,42003,UHC Angiography,Tech,"11,976.00"
Perc transhepatic diltn biliary duct S&I,UHHS UHC,6072,UHC Angiography,Tech,"1,721.00"
Perc Transhepatic Portography,UHHS UHC,9785,UHC Angiography,Tech,"4,046.00"
Perc vertebroplasty (biopsy incl) 1 vert w/imag,UHHS UHC,39335,UHC Angiography,Tech,"2,443.00"
Perc vertebroplasty 1 vert cervicothoracic w/imag,UHHS UHC,39333,UHC Angiography,Tech,"3,382.00"
Perc vertebroplasty 1 vert lumbosacral w/imag,UHHS UHC,39334,UHC Angiography,Tech,"3,304.00"
Perctns Plcmnt Enteroclysis Tube,UHHS UHC,9712,UHC Angiography,Tech,"1,681.00"
Perctns Plcmnt Of Gastrstmy Tb,UHHS UHC,8413,UHC Angiography,Tech,"1,465.00"
Percu Trans Porto Wo Eval S&I,UHHS UHC,9786,UHC Angiography,Tech,"2,166.00"
Percutaneous Cholecystectomy,UHHS UHC,40047,UHC Angiography,Tech,"2,861.00"
Percutaneous removal of internally dwelling ureteral stent,UHHS UHC,33659,UHC Angiography,Tech,"3,348.00"
Peritoneal lavage including image guide when performed,UHHS UHC,33818,UHC Angiography,Tech,"3,763.00"
Perq placement bile duct stent,UHHS UHC,4068,UHC Angiography,Tech,"4,945.00"
Perq vertebral augemtation lumbar,UHHS UHC,39491,UHC Angiography,Tech,"10,840.00"
