Wayne HealthCare,,,,
835 Sweitzer Street,,,,
"Greenville, OH 45331",,,,
,,,,
Effective 01/01/2022,,,,
,,,,
2022 STANDARD CHARGES,,,,
,,,,
"CHARGE
NUMBER",DESCRIPTION,"CPT/HCPC/
DRG CODE",2022,DEPARTMENT
5300693,US BIOPSY LIVER NEEDLE PERCUTANEOUS,47000,"$4,579.00 ",CT SCANS
5300691,US BIOPSY PLEURA PERCUTANEOUS NEEDLE,32400,"$4,579.00 ",CT SCANS
5300452,US VISCERAL FLUID COLLECTION,49405,"$4,579.00 ",CT SCANS
5300450,VENOTUBE 20 INCH,,$21.00 ,CT SCANS
9509873,1ST CORE SESSION ATTENDED,G9873,$63.00 ,DIABETIC EDUCATION
9509877,2 CORE MAINTENEANCE SESSIONS 10-12 MONTH,G9877,$38.00 ,DIABETIC EDUCATION
9509879,2 CORE MAINTENEANCE SESSIONS 10-12 MONTH,G9879,$150.00 ,DIABETIC EDUCATION
9509876,2 CORE MAINTENEANCE SESSIONS 7-9 MONTHS,G9876,$38.00 ,DIABETIC EDUCATION
9509878,2 CORE MAINTENEANCE SESSIONS 7-9 MONTHS,G9878,$150.00 ,DIABETIC EDUCATION
9509882,2 ONGOING MAINTENANCE SESS 13-15 MONTHS,G9882,$125.00 ,DIABETIC EDUCATION
9509883,2 ONGOING MAINTENANCE SESS 16-18 MONTHS,G9883,$125.00 ,DIABETIC EDUCATION
9509884,2 ONGOING MAINTENANCE SESS 19-21 MONTHS,G9884,$125.00 ,DIABETIC EDUCATION
9509885,2 ONGOING MAINTENANCE SESS 22-24 MONTHS,G9885,$125.00 ,DIABETIC EDUCATION
9509874,4 TOTAL CORES SESSIONS ATTENDED,G9874,$125.00 ,DIABETIC EDUCATION
9509880,5% WEIGHT LOSS BASE LINE ACHIEVED,G9880,$400.00 ,DIABETIC EDUCATION
9509875,9 TOTAL CORES SESSIONS ATTENDED,G9875,$125.00 ,DIABETIC EDUCATION
9509881,9% WEIGHT LOSS BASE LINE ACHIEVED,G9881,$125.00 ,DIABETIC EDUCATION
9597802,ASSESS INTERVNTN @ 15 MIN,97802,$40.00 ,DIABETIC EDUCATION
9509890,BRIDGE PAYMENTS DIFFERENT STATES,G9890,$63.00 ,DIABETIC EDUCATION
9500110,CGMS MONITOR,95250,$433.00 ,DIABETIC EDUCATION
9500000,DIABETES PREVENTION PROGRAM,,$250.00 ,DIABETIC EDUCATION
9500001,DIABETES PREVENTION PROGRAM WHC EMPLOYEE,,$99.00 ,DIABETIC EDUCATION
9500009,DIABETIC MAP CLASS,,$10.00 ,DIABETIC EDUCATION
9597803,DIET EDUCATION AFTER INITIAL VISIT,97803,$50.00 ,DIABETIC EDUCATION
9500109,DSMT GROUP PER 30 MIN,98961,$31.00 ,DIABETIC EDUCATION
9500108,DSMT INDIVIDUAL PER 30 MIN,G0108,$67.00 ,DIABETIC EDUCATION
9599211,INITIAL NUTRITION ED NON DM,97802,$96.00 ,DIABETIC EDUCATION
8999211,NUTRITION EDUCATION,97803,$50.00 ,DIABETIC EDUCATION
8900001,NUTRITION THERAPY INITIAL PER 15 MIN,97802,$40.00 ,DIABETIC EDUCATION
5000029,EEG AWAKE & ASLEEP,95819,$876.00 ,EEG/ ECHO
5000037,EEG AWAKE & DROWSY,95816,$797.00 ,EEG/ ECHO
5000039,EEG CEREBRAL DEATH,95824,$876.00 ,EEG/ ECHO
4900021,CARDIAC STRESS TEST,93015,$361.00 ,EKG
4900149,COMPLETE PHYSIOLOGICAL STUDY OF ARTERIES,93923,$799.00 ,EKG
4900065,ECHO COMPLETE,93306,"$2,529.00 ",EKG
4900067,ECHO COMPLETE W /BUBBLE STUDY,93306,"$2,529.00 ",EKG
4900066,ECHO COMPLETE W/O,93307,"$1,613.00 ",EKG
4900156,ECHO DOPPLER COLOR FLOW,93325,$666.00 ,EKG
4900289,ECHO LIMITED 2-D,93308,"$1,102.00 ",EKG
4900297,ECHO LIMITED 2-D ECHO W/LTD DOPPLER,93321,$391.00 ,EKG
4900099,ECHO PULSED/CONTINUOUS WAVE DOPPLER,93320,$689.00 ,EKG
4900015,EKG,93005,$312.00 ,EKG
4900054,EKG CARDIAC EVENT MONITOR,93270,$243.00 ,EKG
4993271,EKG EVENT TRANSMISSION & ANALYSIS,93271,$761.00 ,EKG
4993005,EKG HEALTH FAIR,93005,$20.00 ,EKG
4900072,EKG KATHMAN,93010,$117.00 ,EKG
4900023,EKG RHYTHM STRIP,93041,$176.00 ,EKG
4993006,EKG SELF DIRECT WELLNESS,93005,$35.00 ,EKG
4993226,EXTERNAL ECG SCAN ANALYSIS W/REPORT,93226,$731.00 ,EKG
4900047,EXTERNAL ECG UP TO 48 HOURS EKG,93225,$731.00 ,EKG
4993881,EXTRACRANIAL UNI/LTD STUDY,93882,$414.00 ,EKG
4993882,HF ULTRASOUND VASCULAR,,$50.00 ,EKG
493922,LIMITED PHYSIOLOGICAL STUDY UP/LWR EXTRM,93922,$630.00 ,EKG
4900017,LVRSR CARD PU,,$41.00 ,EKG
4900312,PHARMACOLOGICAL STRESS ECHO,93350,$667.00 ,EKG
4900301,STRESS ECHO,93350,$667.00 ,EKG
4993977,VAS ABDOMINAL DOPPLER LIMITED,93976,$583.00 ,EKG
4900222,VAS AORTA/LIMITED,93979,$689.00 ,EKG
4900198,VAS ART BILAT LOWER,93925,"$1,347.00 ",EKG
4900172,VAS ART BILAT UPPER,93930,$689.00 ,EKG
4900230,VAS ART LOWER UNIL,93926,$647.00 ,EKG
4900206,VAS ART UNILT UPPER,93931,$738.00 ,EKG
4993931,VAS ART UNILT UPPER,93931,$738.00 ,EKG
4900016,VAS CAROTID,93880,"$1,347.00 ",EKG
4993883,VAS CAROTID LIMITED,93882,$414.00 ,EKG
4900365,VAS DIALYSIS VEIN MAPPING,G0365,$642.00 ,EKG
4900164,VAS IVC AORTA,93978,"$1,347.00 ",EKG
4993975,VAS RENAL ARTERY STUDY,93975,"$1,562.00 ",EKG
4993976,VAS RENAL ARTERY STUDY LIMITED,93976,$583.00 ,EKG
4900123,VAS VENOUS BILAT,93970,"$1,562.00 ",EKG
4900256,VAS VENOUS UNLT LT LOWER,93971,$751.00 ,EKG
4900258,VAS VENOUS UNLT LT UPPER,93971,$751.00 ,EKG
4900255,VAS VENOUS UNLT RT LOWER,93971,$751.00 ,EKG
4900257,VAS VENOUS UNLT RT UPPER,93971,$751.00 ,EKG
4900259,VAS VENOUS UNLT RT UPPER,93971,$751.00 ,EKG
3321440, CLOSE TREATMENT OF MANIDIBULAR OR MAXIL,21440,"$6,895.00 ",EMERGENCY ROOM
3399153,ADDITIONAL15 MIN MODERATE SEDATION,99153,$42.00 ,EMERGENCY ROOM
3390471,ADMINISTRATION ONE VACCINE,90471,$81.00 ,EMERGENCY ROOM
3390658,ADMINISTRATION ONE VACCINE,90471,$81.00 ,EMERGENCY ROOM
3326951,AMPUTATION OF FINGER/THUMB,26951,"$5,625.00 ",EMERGENCY ROOM
3346600,ANOSCOPY,46600,$354.00 ,EMERGENCY ROOM
3346608,ANOSCOPY WITH REMOVAL OF FOREIGN BODY,46608,"$2,911.00 ",EMERGENCY ROOM
3370002,ANTERIOR NASAL PACKING SIMPLE,30901,$516.00 ,EMERGENCY ROOM
3301821,ANTERIOR PACKING/ANY METHOD,30903,$516.00 ,EMERGENCY ROOM
3329581,APP MULTI LAYER COMPRESSION,29581,$465.00 ,EMERGENCY ROOM
3370006,APPLICATION OF SHORT LEG SPLINT,29515,$719.00 ,EMERGENCY ROOM
3303900,ARTERIAL LINE PLACEMENT,36620,$251.00 ,EMERGENCY ROOM
3320605,ARTHROCENTESIS INT JT OR BURSA,20605,"$1,435.00 ",EMERGENCY ROOM
3302175,ARTHROCENTESIS MAJ JT OR BURSA,20610,"$1,237.00 ",EMERGENCY ROOM
3320600,ARTHROCENTESIS/INJ SM JT,20600,$943.00 ,EMERGENCY ROOM
3320612,ASPIRATION AND INJECTION OF BONE CYST,20612,$943.00 ,EMERGENCY ROOM
3301904,ASPIRATION HEMATOMA/CYST,10160,"$1,480.00 ",EMERGENCY ROOM
3303009,AVULSION EACH ADDTL NAIL PLATE,11732,$201.00 ,EMERGENCY ROOM
3302985,AVULSION NAIL PLATE/SIMPLE,11730,$826.00 ,EMERGENCY ROOM
3311100,BIOPSY SKIN SNGL LESION,11106,$875.00 ,EMERGENCY ROOM
3351700,BLADDER IRRIGATION SIMPLE,51700,"$1,288.00 ",EMERGENCY ROOM
3336592,BLOOD DRAWN CENTRAL LINE OR CATH,36592,$252.00 ,EMERGENCY ROOM
3300635,BLOOD OCCULT,82270QW,$54.00 ,EMERGENCY ROOM
3302076,BLOOD/COMPONENT TRANSFUSION,36430,"$1,426.00 ",EMERGENCY ROOM
3301847,BURN CARE 1ST DEGREE INITIAL,16000,$958.00 ,EMERGENCY ROOM
3303256,BURN CARE SMALL W/O ANESTHESIA,16020,$958.00 ,EMERGENCY ROOM
3302654,BURN DRESSING MED W/O ANESTH,16025,$744.00 ,EMERGENCY ROOM
3302929,CARDIOVERSION,92960,"$2,485.00 ",EMERGENCY ROOM
3329700,CAST BIVALVE/UNA BOOT REMOVAL,29700,$807.00 ,EMERGENCY ROOM
3329730,CAST WINDOWING,29730,$465.00 ,EMERGENCY ROOM
3302159,CATHETER PLACEMENT-COMPL,51703,$759.00 ,EMERGENCY ROOM
3309612,CATHETERIZATION FOR COLLECTION OF SPECIM,P9612,$13.00 ,EMERGENCY ROOM
3336510,catheterization of umbilical vein,36510,$439.00 ,EMERGENCY ROOM
3351705,CHANGE CYSTOSTOMY TUBE SIMPLE,51705,$999.00 ,EMERGENCY ROOM
3302043,CHEST TUBE INSERTION,32551,"$8,940.00 ",EMERGENCY ROOM
3332556,CHEST TUBE INSERTION W/O IMAGE,32556,"$4,670.00 ",EMERGENCY ROOM
3325635,CLOSE TREAT CARPAL FX W/MANIP,25635,"$4,240.00 ",EMERGENCY ROOM
3321315,CLOSE TREAT FX NOSE  W MANIP  W/O STABIL,21315,"$6,251.00 ",EMERGENCY ROOM
3321320,CLOSE TREAT FX NOSE W MANIP W STABIL,21320,"$6,251.00 ",EMERGENCY ROOM
3328530,CLOSE TREAT SESAMOID FX,28530,$668.00 ,EMERGENCY ROOM
3323605,CLOSE TRT PROX HUMRS FX W/MANIP,23605,"$5,625.00 ",EMERGENCY ROOM
3328540,CLOSE TRT TARSAL DISLOC W/O ANES,28540,$668.00 ,EMERGENCY ROOM
3325535,CLOSE TRT ULNAR SHAFT FX W/MANIP,25535,$922.00 ,EMERGENCY ROOM
3303934,CLOSED RADIAL HEAD SUBLUXATION,24640,"$1,183.00 ",EMERGENCY ROOM
3327265,CLOSED RED POST HIP ARTH W/O ANTEST,27265,"$1,019.00 ",EMERGENCY ROOM
3327550,CLOSED TREATMENT OF KNEE DISLCTN W/O ANE,27550,$922.00 ,EMERGENCY ROOM
3302424,CLOSED TREATMENT PHALANGEL,26725,$917.00 ,EMERGENCY ROOM
3324655,CLOSED TREATMENT RADIAL HEAD/NECK W MANI,24655,"$4,694.00 ",EMERGENCY ROOM
3327825,CLOSED TREATMENT W SKELETAL MANIPULATION,27825,"$5,602.00 ",EMERGENCY ROOM
3370001,CLOSED TRIMALLEOLAR ANKLE FRATURE W/MAN,27818,"$7,429.00 ",EMERGENCY ROOM
3327250,CLOSED TRTMT OF HIP DISLOCATION,27250,$917.00 ,EMERGENCY ROOM
3321421,CLOSED TRTMT OF PALATAL OR MAXILLARY FRA,21421,"$15,289.00 ",EMERGENCY ROOM
3370005,CLOSED TRTMT SHOULDER W FRACTURE W MANIP,23665,"$5,764.00 ",EMERGENCY ROOM
3312021,CLOSURE & PACK WOUND DEHISC,12021,"$1,660.00 ",EMERGENCY ROOM
3312020,"CLOSURE WOUND DEHISC, SIMPLE",12020,"$1,660.00 ",EMERGENCY ROOM
3327788,CLS TRT LAT MALLEOULUS FX W/MAN,27788,$922.00 ,EMERGENCY ROOM
3327762,CLS TRT MEDIAL MALLEO FX W/MAN W-W/O TRC,27762,"$4,240.00 ",EMERGENCY ROOM
3327781,CLS TRT PROX FIB/SHAFT FX W MAN,27781,"$4,806.00 ",EMERGENCY ROOM
3328570,CLS TRT TALOTARSAL JT DISL W/O ANES,28570,"$1,487.00 ",EMERGENCY ROOM
3324505,CLSD TRT HUMRS SHFT W/MANIP OR W/O TRACT,24505,"$4,240.00 ",EMERGENCY ROOM
3321453,CLSD TRTMNT MANDIBULAR FRACTURE,21453,"$15,289.00 ",EMERGENCY ROOM
3323655,CLSD TRTMNT OF SHOULDER DSLCTN W ANESTH,23655,"$4,240.00 ",EMERGENCY ROOM
3327502,CLSD TX  FEMORAL SHAFT FRACTURE,27502,"$5,764.00 ",EMERGENCY ROOM
3327808,CLSD TX BIMALLEOLAR FRACTURE,27808,$917.00 ,EMERGENCY ROOM
3328400,CLSD TX CALCANEAL FRACTURE,28400,$922.00 ,EMERGENCY ROOM
3325630,CLSD TX CARPAL BONE FRACTURE,25630,$668.00 ,EMERGENCY ROOM
3324577,CLSD TX CONDYLAR FRACT W MANIPLTN,24577,"$4,240.00 ",EMERGENCY ROOM
3324576,CLSD TX CONDYLAR FRACTURE,24576,$922.00 ,EMERGENCY ROOM
3327508,CLSD TX DISTAL FEMUR FRACTURE,27508,$922.00 ,EMERGENCY ROOM
3327786,CLSD TX DISTAL FIBULA,27786,$922.00 ,EMERGENCY ROOM
3325600,CLSD TX DISTAL RADIAL,25600,$922.00 ,EMERGENCY ROOM
3324560,CLSD TX EPICONDYLAR FRACTURE,24560,$668.00 ,EMERGENCY ROOM
3327510,CLSD TX FEMORAL FRACTURE,27510,"$4,240.00 ",EMERGENCY ROOM
3326720,CLSD TX FINGER PROX FRACTURE,26720,$668.00 ,EMERGENCY ROOM
3303918,CLSD TX FX PHLX/PHLGS 2-5 W/MAN,28515,$917.00 ,EMERGENCY ROOM
3328490,CLSD TX GREAT TOE FRACTURE,28490,$668.00 ,EMERGENCY ROOM
3323600,CLSD TX HUMERAL NECK FRACTURE,23600,$668.00 ,EMERGENCY ROOM
3324500,CLSD TX HUMERAL SHAFT,24500,$922.00 ,EMERGENCY ROOM
3324535,CLSD TX HUMERUS FRACT W MANIPLTN,24535,"$4,240.00 ",EMERGENCY ROOM
3327760,CLSD TX MEDIAL MALLEOLUS,27760,$668.00 ,EMERGENCY ROOM
3326600,CLSD TX METACARPAL FRACTURE,26600,$668.00 ,EMERGENCY ROOM
3328470,CLSD TX METATARSAL FRACTURE,28470,$668.00 ,EMERGENCY ROOM
3325622,CLSD TX NAVICULAR FRACTURE,25622,$668.00 ,EMERGENCY ROOM
3324670,CLSD TX OLECRANON PROCESS,24670,$668.00 ,EMERGENCY ROOM
3327520,CLSD TX PATELLAR FRACTURE,27520,$668.00 ,EMERGENCY ROOM
3327780,CLSD TX PROXIMAL FIBULA,27780,$668.00 ,EMERGENCY ROOM
3325560,CLSD TX RADIAL & ULNAR SHAFT,25560,$668.00 ,EMERGENCY ROOM
3324650,CLSD TX RADIAL HEAD FRACTURE,24650,$668.00 ,EMERGENCY ROOM
3325500,CLSD TX RADIAL SHAFT,25500,$668.00 ,EMERGENCY ROOM
3324530,CLSD TX SUPRACONDYLAR,24530,$922.00 ,EMERGENCY ROOM
3328430,CLSD TX TALUS FRACTURE,28430,$668.00 ,EMERGENCY ROOM
3328450,CLSD TX TARSAL BONE FRACTURE,28450,$922.00 ,EMERGENCY ROOM
3327530,CLSD TX TIBIAL FRACTURE PROX,27530,$668.00 ,EMERGENCY ROOM
3327750,CLSD TX TIBIAL SHAFT FRACTURE,27750,$922.00 ,EMERGENCY ROOM
3327816,CLSD TX TRIMALLEOLAR FRACTURE,27816,$917.00 ,EMERGENCY ROOM
3325530,CLSD TX ULNAR SHAFT,25530,$668.00 ,EMERGENCY ROOM
3325650,CLSD TX ULNAR STYLOID FRACTURE,25650,$922.00 ,EMERGENCY ROOM
3336591,COLLECTION OF BLD SPCM FROM IMPLT DEVICE,36591,$252.00 ,EMERGENCY ROOM
3357200,COLPORRHAPHY SUTURE VAGINA (NON OB),57200,"$7,195.00 ",EMERGENCY ROOM
3342960,CONTRL HEM OROPHARYNGEAL SIM,42960,$502.00 ,EMERGENCY ROOM
3330906,CONTROL NASAL HEMORRHAGE SUBSEQUENT,30906,$502.00 ,EMERGENCY ROOM
4007028,CPAP MASK W/HEAD STRAP - SMALL,E0601,$114.00 ,EMERGENCY ROOM
4007030,CPAP MASK W/VALVE & FLOW GEN - LARGE,E0601,$168.00 ,EMERGENCY ROOM
4007056,CPAP MASK W/VALVE & FLOW GEN - MED,E0601,$186.00 ,EMERGENCY ROOM
3302944,CPR,92950,"$1,196.00 ",EMERGENCY ROOM
330479,CRITICAL CARE 99291,99291,"$3,150.00 ",EMERGENCY ROOM
3300445,CRITICAL CARE 99291-25,9929125,"$3,150.00 ",EMERGENCY ROOM
3328600,CS TRT TARSOMETATAR JT DISL W/O ANES,28600,$922.00 ,EMERGENCY ROOM
3311044,DEBRIDEMENT BONE,11044,"$3,642.00 ",EMERGENCY ROOM
3311043,DEBRIDEMENT MUSC/FASCIA 20 SQ CM/<,11043,"$1,854.00 ",EMERGENCY ROOM
3397597,DEBRIDEMENT SELECTIVE 20 SQ CM,97597,$496.00 ,EMERGENCY ROOM
3311042,DEBRIDEMENT SKIN AND SUBCU TISSUE,11042,$875.00 ,EMERGENCY ROOM
3303264,DEBRIDEMENT SKIN FULL THCKNSS,97598,$875.00 ,EMERGENCY ROOM
3311045,DEBRIDEMENT TISSUE ADDTL 20 SQ CM,11045,$738.00 ,EMERGENCY ROOM
3336593,DECLOT THRMBLC IMPLANTD DEVICE,36593,"$1,317.00 ",EMERGENCY ROOM
3326700,DISL METACARPOPHALANGEAL,26700,$922.00 ,EMERGENCY ROOM
3326670,"DISLOC CARPOMETACARPO, OTHER",26670,$917.00 ,EMERGENCY ROOM
3325605,DISTAL RADIAL W/MANIPULATION,25605,"$6,404.00 ",EMERGENCY ROOM
3340800,DRAIN ABSCESS MOUTH SIMPLE,40800,$886.00 ,EMERGENCY ROOM
3330000,DRAIN ABSCESS/HEMA NOSE INTERNAL,30000,$802.00 ,EMERGENCY ROOM
3369020,DRAINAGE EXTERNAL AUDITORY CANAL ABSCESS,69020,$886.00 ,EMERGENCY ROOM
3355100,DRAINAGE OF SCROTAL WALL ABSCESS,55100,"$5,837.00 ",EMERGENCY ROOM
3315852,DRESSING CHANGE,15852,$475.00 ,EMERGENCY ROOM
3316030,DRESSING OR DEBRIDMENT LARGE,16030,$875.00 ,EMERGENCY ROOM
3390472,EACH ADDITIONAL VACCINE,90472,$17.00 ,EMERGENCY ROOM
3399150,EACH ADDTL 15 MINUTES,99157,$235.00 ,EMERGENCY ROOM
3302910,ENDOTRACHEAL INTUBATION,31500,$962.00 ,EMERGENCY ROOM
5274220,ESOPHAGUS FOR ED,74220,$797.00 ,EMERGENCY ROOM
3303017,EVAC SUBUNGUAL HEMATOMA,11740,$516.00 ,EMERGENCY ROOM
3311765,EXCISE INGROWN NAIL,11765,"$1,359.00 ",EMERGENCY ROOM
3303025,EXCISE NAIL/MATRX INGRWN TOE,11750,"$1,359.00 ",EMERGENCY ROOM
3311421,EXCISION BENIGN LESION 0.6 TO 1.0 CM,11421,"$3,642.00 ",EMERGENCY ROOM
3311422,EXCISION BENIGN LESION 1.1 TO 2.0 CM,11422,"$3,642.00 ",EMERGENCY ROOM
3311403,EXCISION BENIGN LESION 2.1 TO 3.0 CM,11403,"$3,642.00 ",EMERGENCY ROOM
3311602,EXCISION MAL LESION 1.1 TO 2.0 CM,11602,"$1,860.00 ",EMERGENCY ROOM
3311601,EXCISION MALIGNANT LESION 0.6 to 1.0 CM,11601,"$1,860.00 ",EMERGENCY ROOM
3311623,EXCISION MALIGNANT LESION 2.1 TO 3.0 CM,11623,"$4,904.00 ",EMERGENCY ROOM
3311402,EXCISION OF BENIGN LESION,11402,"$1,860.00 ",EMERGENCY ROOM
3325075,EXCISION OF TUMOR <3CM,25075,"$5,468.00 ",EMERGENCY ROOM
3311441,EXCISION OTHER BENIGN LESION 0.6 TO 1.0,11441,"$1,860.00 ",EMERGENCY ROOM
3302894,EXPLORE OF ABD FLANK OR BACK,20102,"$5,457.00 ",EMERGENCY ROOM
3302902,EXPLORE OF EXTREMITIES,20103,"$3,863.00 ",EMERGENCY ROOM
3302878,EXPLORE PENETRATING WOUND/NECK,20100,"$2,666.00 ",EMERGENCY ROOM
3302886,EXPLRE PENETRATING WOUND/CHEST,20101,"$8,261.00 ",EMERGENCY ROOM
3302951,EXTERNAL PACER,92953,"$1,809.00 ",EMERGENCY ROOM
3301714,EYE EXAM,92002,$397.00 ,EMERGENCY ROOM
3301748,EYE EXAM CONJ IMBEDDED FB,65210,$354.00 ,EMERGENCY ROOM
3301755,EYE EXAM CORNEAL FB,65220,"$1,993.00 ",EMERGENCY ROOM
3301722,EYE EXAM/COMPREHENSIVE,92004,$430.00 ,EMERGENCY ROOM
3303363,FB REMOVAL COMPLEX,10121,"$5,468.00 ",EMERGENCY ROOM
3303440,FB REMOVAL EYE,65205,$465.00 ,EMERGENCY ROOM
3303447,FB REMOVAL FOOT COMPLICATED,28193,"$5,468.00 ",EMERGENCY ROOM
3303439,FB REMOVAL FOOT DEEP,28192,"$5,468.00 ",EMERGENCY ROOM
3303421,FB REMOVAL FOOT SUBCUTANEOUS,28190,"$3,642.00 ",EMERGENCY ROOM
3303389,FB REMOVAL MUSCLE COMPLEX/DEEP,20525,"$5,468.00 ",EMERGENCY ROOM
3303371,FB REMOVAL MUSCLE SIMPLE,20520,"$3,642.00 ",EMERGENCY ROOM
3301862,FB REMOVAL-SUBQ,10120,"$1,752.00 ",EMERGENCY ROOM
3303405,FB RMVL ARM/ELBOW SUBCUTANEOUS,24200,"$1,860.00 ",EMERGENCY ROOM
3303413,FB RMVL PELVIS/HIP SUBCUTANE,27086,"$5,468.00 ",EMERGENCY ROOM
3303462,FB RMVL VEST OF MOUTH COMPLEX,40805,"$2,666.00 ",EMERGENCY ROOM
3303454,FB RMVL VEST OF MOUTH SIMPLE,40804,$354.00 ,EMERGENCY ROOM
3303397,FB SHOULDER SUBCUTANEOUS,23330,"$3,642.00 ",EMERGENCY ROOM
3359025,FETAL NON-STRESS TEST,59025,"$1,090.00 ",EMERGENCY ROOM
3326755,FINGER DISTAL PHALANX,26755,$922.00 ,EMERGENCY ROOM
3303165,FINGER SPLINT,29130,$261.00 ,EMERGENCY ROOM
3327752,FRACTURE/DISLOCATION W/MANIPULATION W/W/,27752,"$4,806.00 ",EMERGENCY ROOM
3302425,FULL THICKNESS GRAFT,15240,"$5,457.00 ",EMERGENCY ROOM
3323500,FX CLAVICAL,23500,$668.00 ,EMERGENCY ROOM
3303355,I & D ABCESS FNGR COMPLX FELON,26011,"$3,642.00 ",EMERGENCY ROOM
3303348,I & D ABSCESS FINGER SIMPLE,26010,$744.00 ,EMERGENCY ROOM
3303330,I & D COMPLEX POST OP WOUND,10180,"$5,468.00 ",EMERGENCY ROOM
3341800,I & D DENTAL ABSCESS,41800,$354.00 ,EMERGENCY ROOM
3369000,I & D EXT EAR ABCESS HEMATOMA,69000,$886.00 ,EMERGENCY ROOM
3303322,I & D HEMATOMA (SEROMA FLUID),10140,"$5,837.00 ",EMERGENCY ROOM
3303306,I & D PILONIDAL CYST,10080,"$2,595.00 ",EMERGENCY ROOM
3303314,I & D PILONIDAL CYST COMPLEX,10081,"$1,860.00 ",EMERGENCY ROOM
3303835,I & D THROMBOSED HEMORRHOID,46083,"$1,288.00 ",EMERGENCY ROOM
3301896,I&D ABCESS-COMPLEX,10061,"$1,510.00 ",EMERGENCY ROOM
3301888,I&D ABCESS-SIMPLE,10060,$958.00 ,EMERGENCY ROOM
3356405,I/D VULVA/PERINEAL ABSCESS,56405,$972.00 ,EMERGENCY ROOM
3346040,INCISION AND DRAINAGE ISCHIORECTAL ABCES,46040,"$6,717.00 ",EMERGENCY ROOM
3370003,INCISION AND DRAINAGE OF GLAND ABSCESS,56420,$707.00 ,EMERGENCY ROOM
3399156,INITIAL 15 MIN MS 5 YEARS OR OLDER,99156,$307.00 ,EMERGENCY ROOM
3364400,INJ ANESTH TRIGEMINAL NERVE,64400,"$1,237.00 ",EMERGENCY ROOM
3364450,INJ ANS STERD PERIPHERAL NERVE OR BRANCH,64450,"$3,427.00 ",EMERGENCY ROOM
3390775,INJ IV ADDTL PUSH (NEW DRUG),96375,$180.00 ,EMERGENCY ROOM
3396375,INJ IV ADDTL PUSH (NEW DRUG),9637559,$180.00 ,EMERGENCY ROOM
3364447,INJECTION AND/OR STEROID FEMORAL NERVE,64447,"$1,952.00 ",EMERGENCY ROOM
3362273,INJECTION EPIDURAL BLOOD PATCH,62273,"$2,658.00 ",EMERGENCY ROOM
3376374,INJECTION IV,96374XP,$161.00 ,EMERGENCY ROOM
3390774,INJECTION IV,96374,$869.00 ,EMERGENCY ROOM
3396374,INJECTION IV,9637459,$869.00 ,EMERGENCY ROOM
3390772,INJECTION SC OR IM,96372,$286.00 ,EMERGENCY ROOM
3396372,INJECTION SC OR IM,9637259,$286.00 ,EMERGENCY ROOM
3336556,INSERT CVP NON-TUNEL > 5 YRS,36556,"$3,335.00 ",EMERGENCY ROOM
3376942,INSERT CVP NON-TUNEL > 5 YRS,36556,"$3,335.00 ",EMERGENCY ROOM
3357160,INSERT PESSARY/OTHER DEVICE,57160,$627.00 ,EMERGENCY ROOM
3336569,INSERT PICC LINE WO PRT PMP WO IM G 5YR+,36569,"$2,518.00 ",EMERGENCY ROOM
3336558,INSERT TUNNELED CV CATH > 5 YRS OLD,36558,"$8,685.00 ",EMERGENCY ROOM
3351702,INSERTION OF INDWELLING BLADDER CATH,51702,$516.00 ,EMERGENCY ROOM
3351701,INSERTION OF NON INDWELLING BLADDER CATH,51701,$758.00 ,EMERGENCY ROOM
3333211,INSRT TEMP TRANSVEN PACING ELECTR,33211,"$25,878.00 ",EMERGENCY ROOM
3302936,INTRAOSSEOUS INFUSION,36680,"$1,547.00 ",EMERGENCY ROOM
3396523,IRRIGATE IMPLANTED VENOUS DEVICE,96523,$142.00 ,EMERGENCY ROOM
3356368,IV INFUSION CONCURRENT,96368XU,$217.00 ,EMERGENCY ROOM
3366368,IV INFUSION CONCURRENT,96368XS,$217.00 ,EMERGENCY ROOM
3396368,IV INFUSION CONCURRENT,9636859,$158.00 ,EMERGENCY ROOM
3396399,IV INFUSION CONCURRENT,96368,$154.00 ,EMERGENCY ROOM
3390761,IV INFUSION/HYDRATION ADDTL HOUR,96361,$180.00 ,EMERGENCY ROOM
3396361,IV INFUSION/HYDRATION ADDTL HOUR,9636159,$180.00 ,EMERGENCY ROOM
3390760,IV INFUSION/HYDRATION INITIAL HOUR,96360,$869.00 ,EMERGENCY ROOM
3396360,IV INFUSION/HYDRATION INITIAL HR,9636059,$869.00 ,EMERGENCY ROOM
3309367,IV INFUSION/SEQUENTIAL ADDTL HOUR,96367,$286.00 ,EMERGENCY ROOM
3390767,IV INFUSION/SEQUENTIAL ADDTL HOUR,96367,$286.00 ,EMERGENCY ROOM
3396367,IV INFUSION/SEQUENTIAL ADDTL HOUR,9636759,$286.00 ,EMERGENCY ROOM
3390766,IV INFUSION/THERAPEUTIC ADDTL HOUR,96366,$180.00 ,EMERGENCY ROOM
3396366,IV INFUSION/THERAPEUTIC ADDTL HOUR,9636659,$180.00 ,EMERGENCY ROOM
3390765,IV INFUSION/THERAPEUTIC INITIAL HOUR,96365,$869.00 ,EMERGENCY ROOM
3396365,IV INFUSION/THERAPEUTIC INITIAL HOUR,9636559,$869.00 ,EMERGENCY ROOM
3376376,IV PUSH EACH ADDITIONAL SEQUENTIAL,96376XS,$121.00 ,EMERGENCY ROOM
