Description,CURRENT PRICE,,,
APPL CHLORAPREP 10.5,$191.50,,,
APPL FINGER SPLINT DYNAMIC BIL,$586.77,,,
APPL FINGER SPLINT DYNAMIC LT,$586.77,,,
APPL FINGER SPLINT DYNAMIC RT,$586.77,,,
APPL FINGER SPLINT; STATIC BIL,$555.52,,,
APPL FINGER SPLINT; STATIC LT,$555.52,,,
APPL FINGER SPLINT; STATIC RT,$555.52,,,
APPL SHT ARM SPLINT STATIC BIL,$418.34,,,
APPL SHT ARM SPLINT STATIC LT,$418.34,,,
APPL SHT ARM SPLINT STATIC RT,$418.34,,,
APPLY CYLINDER CAST BIL,$987.12,,,
APPLY CYLINDER CAST LT,$658.08,,,
APPLY CYLINDER CAST RT,$658.08,,,
APPLY FINGER CAST BIL,$563.36,,,
APPLY FINGER CAST LT,$375.57,,,
APPLY FINGER CAST RT,$375.57,,,
APPLY GAUNTLET CAST BIL,$385.74,,,
APPLY GAUNTLET CAST LT,$385.74,,,
APPLY GAUNTLET CAST RT,$385.74,,,
APPLY LONG ARM CAST BIL,"$1,245.50",,,
APPLY LONG ARM CAST LT,"$1,245.50",,,
APPLY LONG ARM CAST RT,"$1,245.50",,,
APPLY LONG ARM SPLINT BIL,$555.52,,,
APPLY LONG ARM SPLINT LT,$555.52,,,
APPLY LONG ARM SPLINT RT,$555.52,,,
APPLY LONG LEG CAST BIL,$987.12,,,
APPLY LONG LEG CAST LT,$658.08,,,
APPLY LONG LEG CAST RT,$658.08,,,
APPLY LONG LEG SPLINT BIL,$385.74,,,
APPLY LONG LEG SPLINT LT,$385.74,,,
APPLY LONG LEG SPLINT RT,$385.74,,,
APPLY SH LEG CAST BIL,$987.12,,,
APPLY SH LEG CAST LT,$658.08,,,
APPLY SH LEG CAST RT,$658.08,,,
APPLY SHORT ARM CAST BIL,"$1,244.96",,,
APPLY SHORT ARM CAST LT,"$1,244.96",,,
APPLY SHORT ARM CAST RT,"$1,244.96",,,
APPLY SHORT LEG SPLINT BIL,$385.74,,,
APPLY SHORT LEG SPLINT LT,$578.61,,,
APPLY SHORT LEG SPLINT RT,$385.74,,,
APPLY WLKR SH LEG CAST BIL,$987.12,,,
APPLY WLKR SH LEG CAST LT,$658.08,,,
APPLY WLKR SH LEG CAST RT,$658.08,,,
AQUAPHOR OINT 100 GM JAR,$12.97,,,
AQUAPHOR OINT 50 GM,$32.64,,,
AQUAPHOR OINT 60 GM,$23.60,,,
AQUAPHOR OINT 9 GM,$1.62,,,
ARFORMOTEROL 15 MCG,$101.96,,,
ARGATROBAN 250MG INJ NON-ESRD,"$3,060.00",,,
ARGATROBAN 50MG INJ NON-ESRD,"$1,702.32",,,
ARIPIPRAZOLE 10 MG TAB,$193.30,,,
ARIPIPRAZOLE 15 MG TAB,$185.46,,,
ARIPIPRAZOLE 2 MG TAB,$192.48,,,
ARIPIPRAZOLE 5 MG TAB,$194.13,,,
ARIPIPRAZOLE DISMELT 10 MG,$251.34,,,
ARM IMMOBILIZER,$150.00,,,
ARRHYTHMIA INDUCTION,"$9,291.02",,,
ARROW KIT,$95.00,,,
ARSENIC,$101.23,,,
ART CATH-SAMPLE/MONITOR/TRANSF,$637.00,,,
ART OCCLUSIVE DEVICE PLCMT,$565.97,,,
ARTERIAL BLOOD GAS,$438.75,,,
"ARTERIAL BLOOD GAS, MEASURED O",$487.50,,,
ARTERIAL PUNCTURE BLOOD FOR DX,$359.27,,,
ARTERY X-RAYS ABDOMEN,"$16,584.20",,,
ARTIFICIAL TEARS OP SOLN 15ML,$15.90,,,
AS BALLOON; TRANSVENOUS,"$12,032.00",,,
ASA/CAF/BUTALB 325-40-50MG TAB,$10.20,,,
ASAP 18 G CORE BIOPSY SYSTEM,$215.00,,,
ASCORBIC ACID 500 MG TAB,$0.97,,,
ASCORBIC ACID 500 MG/1 ML SYR,$13.06,,,
ASCORBIC ACID BLOOD,$56.22,,,
ASENAPINE 5 MG,$120.06,,,
ASO ; TITER,$185.88,,,
ASO TITRE,$185.88,,,
ASP & INJ TX OF BONE CYST,"$1,588.74",,,
ASPA GENE,$474.00,,,
ASPERGILLUS AG IA,$728.78,,,
ASPIR/INJ THYROID CYST,"$1,588.74",,,
ASPIRATE PLEURA W/ IMAGING BIL,"$9,586.12",,,
ASPIRATE PLEURA W/ IMAGING LT,"$9,586.12",,,
ASPIRATE PLEURA W/ IMAGING RT,"$9,586.12",,,
ASPIRATE PLEURA WO IMAGING BIL,"$2,548.35",,,
ASPIRATE PLEURA WO IMAGING LT,"$1,698.90",,,
ASPIRATE PLEURA WO IMAGING RT,"$1,698.90",,,
ASPIRATE/INJ GANGLION CYST,$678.66,,,
ASPIRIN 300 MG SUPP,$2.19,,,
ASPIRIN 325 MG TAB,$1.99,,,
ASPIRIN 325 MG TABEC,$2.00,,,
ASPIRIN 81 MG CHEW TAB,$1.99,,,
ASPIRIN 81 MG TABEC,$1.98,,,
ASSAY CARBOXYHB QUANT,$165.81,,,
ASSAY DIPROPYLACETIC ACD TOT,$200.85,,,
ASSAY FOR CALPROTECTIN FECAL,$426.20,,,
ASSAY IGA/IGD/IGG/IGM EACH,$149.77,,,
ASSAY LIPOPROTEIN PLA2,"$1,082.09",,,
ASSAY MYELOPEROXIDASE,$152.58,,,
ASSAY NONENDOCRINE RECEPTOR,$198.70,,,
ASSAY OF BLD LIPOPROTEIN VLDL,$43.08,,,
ASSAY OF BLOOD LIPOPROTEIN LDL,$53.48,,,
ASSAY OF BREATH ETHANOL,$76.81,,,
ASSAY OF DIGOXIN FREE,$166.00,,,
ASSAY OF DIGOXIN TOTAL,$161.85,,,
ASSAY OF FECES PORPHYRINS,$117.33,,,
ASSAY OF HEMOSIDERIN QUAL,$32.04,,,
ASSAY OF IGE,$201.91,,,
ASSAY OF LIPOPROTEIN(A),$115.21,,,
ASSAY OF NUCLEOTIDASE,$94.62,,,
ASSAY OF PROTEIN SERUM,$85.59,,,
ASSAY OF RIBOFLAVIN (VITA B-2),$113.83,,,
ASSAY OF SERUM ALBUMIN,$52.61,,,
ASSAY OF SERUM POTASSIUM,$75.43,,,
ASSAY OF SERUM SODIUM,$73.54,,,
ASSAY OF SIROLIMUS,$135.45,,,
ASSAY OF THIAMINE (VITAMN B-1),$118.73,,,
ASSAY OF VOLATILES,$190.65,,,
ASSAY PH BODY FLUID NOS,$72.22,,,
"ASSURITY DR RF, MERLIN PKG","$20,060.34",,,
ASSURITY MRI PACEMAKER DR RF,"$20,060.34",,,
ASSURITY MRI PACEMAKER SR RF,"$9,000.00",,,
ASSURITY MRI PACER DR RF W CEL,"$20,060.34",,,
ASSURITY MRI PACER SR RF W CEL,"$9,000.00",,,
ASSURITY PACEMAKER DR-RF,"$20,060.34",,,
ASSURITY PACEMAKER SR-RF,"$9,000.00",,,
AST OR SGOT,$52.11,,,
ATAZANAVIR 150 MG,$146.34,,,
ATENOLOL 50 MG TAB,$5.36,,,
ATORVASTATIN 10 MG TAB,$1.50,,,
ATORVASTATIN 20 MG TAB,$1.80,,,
ATORVASTATIN 40 MG TAB,$1.92,,,
ATORVASTATIN 80 MG TAB,$11.70,,,
ATROPINE SULF 1 MG/ML,$66.00,,,
ATROPINE SULF 1% OP 2 ML DRPET,$259.00,,,
ATROPINE SULF 1% OP SOLN 5 ML,$344.89,,,
ATROPINE SULF INJ 0.4 MG,$42.00,,,
ATROPINE SULF INJ 1 MG/10 ML,$54.00,,,
ATT E/N/E/L; D 10 SQ CM,"$4,349.85",,,
ATT E/N/E/L; D 10.1-30,"$4,349.85",,,
ATT F/C/M/N/A/G/H/F; 10 SQ CM,"$4,349.85",,,
ATT F/C/M/N/A/G/H/F10.1-30SQCM,"$4,349.85",,,
ATT S/A/L; D 10 SQ CM/<,"$4,349.85",,,
ATTAIN CATH GUID,$746.24,,,
ATTAIN COMMAND SYS CATH GUID,"$2,636.48",,,
ATTAIN LV LEAD CORONARY VEN,"$6,000.00",,,
ATTAIN PERF QUAD LEAD COR,"$7,500.00",,,
ATTENDANCE AT DELIVERY,$285.00,,,
AUDITORY EP - COMPREHENSIVE,"$1,435.62",,,
AUDITORY EP - LIMITED,$806.16,,,
AUTOLOG BLOOD OP SALVAGE,$540.96,,,
AUTOLOG BLOOD PREDEPOSITED,$489.62,,,
AUTOM ERYTHROCYTE SED RATE,$127.55,,,
AUTOM URINALYSIS WO MICRO,$125.71,,,
AUTOM URINE DIP W MICRO,$143.08,,,
AUTOMATED PLATELET COUNT,$92.25,,,
AUTOMATED RBC COUNT,$37.03,,,
AUTOMATED RETICULOCYTE COUNT,$125.71,,,
AUTOMATED WBC,$45.46,,,
AV ANASTOM OPN DIRECT ANY SITE,"$6,913.32",,,
AZATHIOPRINE 50 MG TAB,$14.71,,,
AZITHROMYCIN 200 MG/5 ML,$68.62,,,
AZITHROMYCIN 250 MG TAB,$45.44,,,
AZITHROMYCIN 500 MG INJ,$67.29,,,
AZTREONAM 1000 MG INJ,$197.70,,,
AZTREONAM 2000 MG INJ,$401.70,,,
AZURE S DR MRI DEV W3DR01,"$14,752.00",,,
AZURE XT DR MRI DEV W1DR01,"$15,552.00",,,
AZURE XT SR MRI DEV W1SR01,"$11,492.00",,,
B CELLS TOTAL COUNT,$208.59,,,
"BACITRACIN 50,000 UNITS INJ",$50.78,,,
BACITRACIN OINT 0.9 GM PKT,$2.07,,,
BACITRACIN OINT 500 U/GM 30 GM,$2.56,,,
BACITRACIN OPH OINT 3.5 GM,$710.64,,,
BACITRACIN/POLYM OP OINT 3.5GM,$156.72,,,
BACLOFEN 10 MG TAB,$2.53,,,
BACLOFEN 20000 MCG/20ML SYR,"$1,523.22",,,
BACT CULT; QUAN AEROBIC,$130.29,,,
BACT CULTURE - URINE; QUAN CNT,$216.70,,,
BACTERIAL ANTIGEN,$61.51,,,
BACTERIAL CULTURE -OTHR SOURCE,$262.10,,,
BACTERICIDAL LEVEL SERUM,$55.65,,,
BAG DRAINAGE,$101.00,,,
BAG DRN 600ML TRCL GRVTY INLT,$27.20,,,
BAG DRNGE TRCL 2 ANRFLX V PORT,$114.00,,,
BAG DRNGE TRCL ANRFLX V PORT,$114.00,,,
BAG GRAVITY UNIV DRN,$26.00,,,
BAL 2.5X40MMX155CM SCORING,$625.00,,,
BAL 2X40MMX155CM SCORING,$625.00,,,
BAL 3.0X40MMX155CM SCORING,$620.62,,,
BAL 3.5X40MMX155CM SCORING,$625.00,,,
BAL 4.0X40MMX90CM SCORING,$625.00,,,
BAL 5.0X40MMX90CM SCORING,$625.00,,,
BAL 5X10MMX135CM PTA ANGIO,$620.62,,,
BAL 9MMX4X75CM CONQUEST CQ7584,$620.62,,,
BAL ADM EXTREME OTW 4X300X130,$620.62,,,
BAL ADM EXTREME OTW 6X250X130,$620.62,,,
BAL ADMIRAL CATH 5X20X130 PTA,$620.62,,,
BAL ADMIRAL CATH 8X60X130 PTA,$620.62,,,
BAL AMPHIRON DEEP LG 4X150X150,$620.62,,,
BAL ARMADA .18 2.5X120MMX150CM,$620.62,,,
BAL ARMADA .18 2.5X40MMX150CM,$620.62,,,
BAL ARMADA .18 2.5X60MMX150CM,$620.62,,,
BAL ARMADA .18 2.5X80MMX150CM,$620.62,,,
BAL ARMADA .18 2X120MMX150CM,$620.62,,,
BAL ARMADA .18 3.0X120MMX150CM,$620.62,,,
BAL ARMADA .18 3.0X40MMX150CM,$620.62,,,
BAL ARMADA .18 3.0X60MMX150CM,$620.62,,,
BAL ARMADA .18 3.0X80MMX150CM,$620.62,,,
BAL ARMADA .18 4X120MMX150CM,$620.62,,,
BAL ARMADA .18 4X20MMX150CM,$620.62,,,
BAL ARMADA .18 4X40MMX150CM,$620.62,,,
BAL ARMADA .18 4X60MMX150CM,$620.62,,,
BAL ARMADA .18 4X80MMX150CM,$620.62,,,
BAL ARMADA .18 5.5X100MMX150CM,$620.62,,,
BAL ARMADA .18 5.5X120MMX150CM,$620.62,,,
BAL ARMADA .18 5.5X150MMX150CM,$620.62,,,
BAL ARMADA .18 5.5X40MMX150CM,$620.62,,,
BAL ARMADA .18 5.5X60MMX150CM,$620.62,,,
BAL ARMADA .18 5.5X80MMX150CM,$620.62,,,
BAL ARMADA .18 5X120MMX150CM,$620.62,,,
BAL ARMADA .18 5X20MMX150CM,$620.62,,,
BAL ARMADA .18 5X40MMX150CM,$620.62,,,
BAL ARMADA .18 5X60MMX150CM,$620.62,,,
BAL ARMADA .18 5X80MMX150CM,$620.62,,,
BAL ARMADA .18 6X120MMX150CM,$620.62,,,
BAL ARMADA .18 6X20MMX150CM,$620.62,,,
BAL ARMADA .18 6X40MMX150CM,$620.62,,,
BAL ARMADA .18 6X60MMX150CM,$620.62,,,
BAL ARMADA .18 6X80MMX150CM,$620.62,,,
BAL ARMADA 014 1.5X40MM 150CM,$620.62,,,
BAL ARMADA 014 1.5X80MM 150CM,$620.62,,,
BAL ARMADA 014 2X20-120 150CM,$620.62,,,
BAL ARMADA 014 3X20-120 150CM,$620.62,,,
BAL ARMADA 014 4X20-120 150CM,$620.62,,,
BAL ARMD 35LL 4X150-250X135,$620.62,,,
BAL ARMD 35LL 4X150-250X80,$620.62,,,
BAL ARMD 35LL 5X150-250X135,$620.62,,,
BAL ARMD 35LL 5X150-250X80,$620.62,,,
BAL ARMD 35LL 6X150-250X135,$620.62,,,
BAL ARMD 35LL 6X150-250X80,$620.62,,,
BAL ARMD 35LL 7X150-200X135,$620.62,,,
BAL ARMD 35LL 7X150-200X80,$620.62,,,
BAL ARMD 35WH 10X20-80X135,$620.62,,,
BAL ARMD 35WH 12X20-80X135,$620.62,,,
BAL ARMD 35WH 14X20-80X135,$620.62,,,
BAL ARMD 35WH 3X20-40X135,$620.62,,,
BAL ARMD 35WH 4X20-120X135,$620.62,,,
BAL ARMD 35WH 5X20-120X135,$620.62,,,
BAL ARMD 35WH 6X20-120X135,$620.62,,,
BAL ARMD 35WH 7X20-120X135,$620.62,,,
BAL ARMD 35WH 8X20-80X135,$620.62,,,
BAL ARMD 35WH 9X20-80X135,$620.62,,,
BAL ARMDA 014 2.5X20-120 150CM,$620.62,,,
BAL ATLAS GOLD 14X4X120,$620.62,,,
BAL BLUE MAX 20 CATH,$620.62,,,
BAL CATH STENT GRAFT Q5065P,$620.62,,,
BAL CONQUEST 40 10MMX2-8X50CM,$620.62,,,
BAL CONQUEST 40 10MMX2-8X75CM,$620.62,,,
BAL CONQUEST 40 12MMX2-4X50CM,$620.62,,,
BAL CONQUEST 40 12MMX2-4X75CM,$620.62,,,
BAL CONQUEST 40 4MMX2-10X50CM,$620.62,,,
BAL CONQUEST 40 4MMX2-10X75CM,$620.62,,,
BAL CONQUEST 40 5MMX2-10X50CM,$620.62,,,
BAL CONQUEST 40 5MMX2-10X75CM,$620.62,,,
BAL CONQUEST 40 6MMX2-10X50CM,$620.62,,,
BAL CONQUEST 40 7MMX2-10X50CM,$620.62,,,
BAL CONQUEST 40 7MMX2-10X75CM,$620.62,,,
BAL CONQUEST 40 7MMX4CMX75CM,$620.62,,,
BAL CONQUEST 40 8MMX2-10X50CM,$620.62,,,
BAL CONQUEST 40 8MMX2-10X75CM,$620.62,,,
BAL CONQUEST 40 9MMX2-8X50CM,$620.62,,,
BAL CONQUEST 40 9MMX2-8X75CM,$620.62,,,
BAL CORSLK PTA 4.0X40MMX150CM,$620.62,,,
BAL CUT OTW ANGIOSC 4X100X137,$620.62,,,
BAL CUT OTW ANGIOSC 5X100X137,$620.62,,,
BAL CUT OTW ANGIOSC 6X100X137,$620.62,,,
BAL CUT OTW PTA 2.0X100X155,$620.62,,,
BAL CUT OTW PTA 2.5X100X155,$620.62,,,
BAL CUT OTW PTA 3.0X100X155,$620.62,,,
BAL CUT OTW PTA 3.5X100X155,$620.62,,,
BAL CUTTING DIALAT 7X2X90,$625.00,,,
BAL DORADO 10MMX2CMX135CM,$620.62,,,
BAL DORADO 10MMX4CMX135CM,$620.62,,,
BAL DORADO 10MMX4CMX80CM,$620.62,,,
BAL DORADO 3MMX10CMX135CM,$620.62,,,
BAL DORADO 3MMX2CMX135CM,$620.62,,,
BAL DORADO 3MMX4CMX135CM,$620.62,,,
BAL DORADO 4MMX10CMX135CM,$620.62,,,
BAL DORADO 4MMX10CMX80CM,$620.62,,,
BAL DORADO 4MMX2CMX135CM,$620.62,,,
BAL DORADO 4MMX2CMX40CM,$620.62,,,
BAL DORADO 4MMX4CMX40CM,$620.62,,,
BAL DORADO 5MMX2CMX135CM,$620.62,,,
BAL DORADO 5MMX2CMX40CM,$620.62,,,
BAL DORADO 5MMX3CMX80CM,$620.62,,,
BAL DORADO 5MMX4CMX40CM,$620.62,,,
BAL DORADO 5MMX8CMX135CM,$620.62,,,
BAL DORADO 5MMX8CMX80CM,$620.62,,,
BAL DORADO 6MMX10CMX135CM,$620.62,,,
BAL DORADO 6MMX10CMX80CM,$620.62,,,
BAL DORADO 6MMX2CMX135CM,$620.62,,,
BAL DORADO 6MMX2CMX40CM,$620.62,,,
BAL DORADO 6MMX2CMX80CM,$620.62,,,
BAL DORADO 6MMX4CMX40CM,$620.62,,,
BAL DORADO 6MMX4CMX80CM,$620.62,,,
BAL DORADO 6MMX6CMX135CM,$620.62,,,
BAL DORADO 6MMX8CMX80CM,$620.62,,,
BAL DORADO 7MMX10CMX135CM,$620.62,,,
BAL DORADO 7MMX10CMX80CM,$620.62,,,
BAL DORADO 7MMX2CMX135CM,$620.62,,,
BAL DORADO 7MMX2CMX40CM,$620.62,,,
BAL DORADO 7MMX3CMX135CM,$620.62,,,
BAL DORADO 7MMX4CMX135CM,$620.62,,,
BAL DORADO 7MMX4CMX40CM,$620.62,,,
BAL DORADO 7MMX6CMX135CM,$620.62,,,
BAL DORADO 7MMX6CMX80CM,$620.62,,,
BAL DORADO 8MMX2CMX135CM,$620.62,,,
BAL DORADO 8MMX2CMX80CM,$620.62,,,
BAL DORADO 8MMX4CMX40CM,$620.62,,,
BAL DORADO 8MMX4CMX80CM,$620.62,,,
BAL DORADO 8MMX8CMX135CM,$620.62,,,
BAL DORADO 9MMX2CMX135CM,$620.62,,,
BAL DORADO 9MMX3CMX80CM,$620.62,,,
BAL DORADO 9MMX4CMX135CM,$620.62,,,
BAL DORADO 9MMX4CMX80CM,$620.62,,,
BAL DORADO 9MMX8CMX80CM,$620.62,,,
BAL DORADO LE 4MMX12CMX135CM,$620.62,,,
BAL DORADO LE 4MMX15CMX135CM,$620.62,,,
BAL DORADO LE 5MMX12CMX135CM,$620.62,,,
BAL DORADO LE 6MMX12CMX135CM,$620.62,,,
BAL DORADO LE 6MMX15CMX135CM,$620.62,,,
BAL DORADO LE 7MMX12CMX135CM,$620.62,,,
BAL EVER 035 10X20X80,$620.62,,,
BAL EVER 035 10X30X135,$620.62,,,
BAL EVER 035 10X30X80,$620.62,,,
BAL EVER 035 10X40X135,$620.62,,,
BAL EVER 035 10X60X135,$620.62,,,
BAL EVER 035 10X60X80,$620.62,,,
BAL EVER 035 12X20X135,$620.62,,,
BAL EVER 035 12X40X135,$620.62,,,
BAL EVER 035 12X60X135,$620.62,,,
BAL EVER 035 12X60X80,$620.62,,,
BAL EVER 035 3X100X135,$620.62,,,
BAL EVER 035 3X120X135,$620.62,,,
BAL EVER 035 3X150X135,$620.62,,,
BAL EVER 035 3X200X135,$620.62,,,
BAL EVER 035 3X20X135,$620.62,,,
BAL EVER 035 3X30X135,$620.62,,,
BAL EVER 035 3X40X135,$620.62,,,
BAL EVER 035 3X60X135,$620.62,,,
BAL EVER 035 3X80X135,$620.62,,,
BAL EVER 035 4X100X135,$620.62,,,
BAL EVER 035 4X120X135,$620.62,,,
BAL EVER 035 4X150X135,$620.62,,,
BAL EVER 035 4X15X135,$620.62,,,
BAL EVER 035 4X200X135,$620.62,,,
BAL EVER 035 4X20X135,$620.62,,,
BAL EVER 035 4X40X135,$620.62,,,
BAL EVER 035 4X80X135,$620.62,,,
BAL EVER 035 5X100X135,$620.62,,,
BAL EVER 035 5X120X135,$620.62,,,
BAL EVER 035 5X150X135,$620.62,,,
BAL EVER 035 5X15X135,$620.62,,,
BAL EVER 035 5X200X135,$620.62,,,
BAL EVER 035 5X20X135,$620.62,,,
BAL EVER 035 5X30X135,$620.62,,,
BAL EVER 035 5X40X135,$620.62,,,
BAL EVER 035 5X60X135,$620.62,,,
BAL EVER 035 5X80X135,$620.62,,,
BAL EVER 035 6X100X135,$620.62,,,
BAL EVER 035 6X120X135,$620.62,,,
BAL EVER 035 6X150X135,$620.62,,,
BAL EVER 035 6X15X135,$620.62,,,
BAL EVER 035 6X20X135,$620.62,,,
BAL EVER 035 6X30X135,$620.62,,,
BAL EVER 035 6X40X135,$620.62,,,
BAL EVER 035 6X60X135,$620.62,,,
BAL EVER 035 6X80X135,$620.62,,,
BAL EVER 035 7X100X135,$620.62,,,
BAL EVER 035 7X120X135,$620.62,,,
BAL EVER 035 7X15X135,$620.62,,,
BAL EVER 035 7X200X135,$620.62,,,
BAL EVER 035 7X20X135,$620.62,,,
BAL EVER 035 7X30X135,$620.62,,,
BAL EVER 035 7X40X135,$620.62,,,
BAL EVER 035 7X60X135,$620.62,,,
BAL EVER 035 8X20X135,$620.62,,,
BAL EVER 035 8X30X135,$620.62,,,
BAL EVER 035 8X30X80,$620.62,,,
BAL EVER 035 8X60X135,$620.62,,,
BAL EVER 035 8X80X135,$620.62,,,
BAL EVER 035 9X20X135,$620.62,,,
BAL EVER 035 9X20X80,$620.62,,,
BAL EVER 035 9X30X80,$620.62,,,
BAL EVER 035 9X40X135,$620.62,,,
BAL EVER 035 9X40X80,$620.62,,,
BAL EVER 035 9X60X135,$620.62,,,
BAL EVER 035 9X60X80,$620.62,,,
BAL EVER 035 9X80X135,$620.62,,,
BAL EVER 035 9X80X80,$620.62,,,
BAL INPACT .035IN 4X40MMX130CM,"$4,800.00",,,
BAL INPACT .035IN 4X60MMX130CM,"$4,800.00",,,
BAL INPACT .035IN 4X80MMX130CM,"$4,800.00",,,
BAL INPACT .035IN 5X40MMX130CM,"$4,800.00",,,
BAL INPACT .035IN 5X60MMX130CM,"$4,800.00",,,
BAL INPACT .035IN 5X80MMX130CM,"$4,800.00",,,
BAL INPACT .035IN 6X40MMX130CM,"$4,800.00",,,
BAL INPACT .035IN 6X60MMX130CM,"$4,800.00",,,
BAL INPACT .035IN 6X80MMX130CM,"$4,800.00",,,
BAL INPACT .035IN 7X40MMX130CM,"$4,800.00",,,
BAL INPACT .035IN 7X80MMX130CM,"$4,800.00",,,
BAL INPACT 035IN 4X150MMX130CM,"$4,800.00",,,
BAL INPACT 035IN 5X150MMX130CM,"$4,800.00",,,
BAL INPACT 035IN 6X150MMX130CM,"$4,800.00",,,
BAL INPCT .035IN 4X120MMX130CM,"$4,800.00",,,
BAL INPCT .035IN 5X120MMX130CM,"$4,800.00",,,
BAL INPCT .035IN 6X120MMX130CM,"$4,800.00",,,
BAL MIN TREK II OTW 1.5X6-20MM,$620.62,,,
BAL MIN TREK II OTW 2.0X6-20MM,$620.62,,,
BAL MINI TREK RX 1.2MMX12MM,$620.62,,,
BAL MINI TREK RX 1.2MMX15MM,$620.62,,,
BAL MINI TREK RX 1.2MMX6MM,$620.62,,,
BAL NANO 014 2.5/2.0X210X150,$620.62,,,
BAL NANO 014 2.5X120X150,$620.62,,,
BAL NANO 014 2.5X150X150,$620.62,,,
BAL NANO 014 2.5X20X150,$620.62,,,
BAL NANO 014 2.5X40X150,$620.62,,,
BAL NANO 014 2.5X80X150,$620.62,,,
BAL NANO 014 2X150X150,$620.62,,,
BAL NANO 014 2X20X150,$620.62,,,
BAL NANO 014 3.5X120X150,$620.62,,,
BAL NANO 014 3.5X150X150,$620.62,,,
BAL NANO 014 3.5X20X150,$620.62,,,
BAL NANO 014 3.5X40X150,$620.62,,,
BAL NANO 014 3.5X80X150,$620.62,,,
BAL NANO 014 3X120X150,$620.62,,,
BAL NANO 014 3X150X150,$620.62,,,
BAL NANO 014 3X20X150,$620.62,,,
BAL NANO 014 3X40X150,$620.62,,,
BAL NANO 014 4.0/3.5X210X150,$620.62,,,
BAL NANO 014 4X120X150,$620.62,,,
BAL NANO 014 4X150X150,$620.62,,,
BAL NANO 014 4X20X150,$620.62,,,
BAL NANO 014 4X40X150,$620.62,,,
BAL NANO 014 4X80X150,$620.62,,,
BAL OCCL CATH 7FR 27MMX65CM BS,$876.56,,,
BAL OTW CATHETER 3FRX40CM,$876.56,,,
BAL PACIFIC 5.0X120X130,$620.62,,,
BAL PERIPHERAL OTW 5X2 90 CUTG,$620.62,,,
BAL POWR 018 2.5X150X150,$620.62,,,
BAL POWR 018 2.5X20X150,$620.62,,,
BAL POWR 018 2.5X40X150,$620.62,,,
BAL POWR 018 2X150X150,$620.62,,,
BAL POWR 018 2X200X150,$620.62,,,
BAL POWR 018 2X20X150,$620.62,,,
BAL POWR 018 3X100X150,$620.62,,,
BAL POWR 018 3X20X150,$620.62,,,
BAL POWR 018 3X80X150,$620.62,,,
BAL POWR 018 4X150X150,$620.62,,,
BAL POWR 018 4X20X150,$620.62,,,
BAL POWR 018 4X60X150,$620.62,,,
BAL POWR 018 4X80X150,$620.62,,,
BAL POWR 018 5X100X150,$620.62,,,
BAL POWR 018 5X20X150,$620.62,,,
BAL POWR 018 5X40X150,$620.62,,,
BAL POWR 018 5X60X150,$620.62,,,
BAL POWR 018 6X120X150,$620.62,,,
BAL POWR 018 6X200X150,$620.62,,,
BAL POWR 018 6X20X150,$620.62,,,
BAL POWR 018 6X60X150,$620.62,,,
BAL PTA ATLAS 20X2X120,$620.62,,,
BAL PTA ATLAS 20X2X75,$620.62,,,
BAL PTA ATLAS 20X4X120,$620.62,,,
BAL PTA ATLAS 20X4X75,$620.62,,,
BAL PTA ATLAS 22X2X75,$620.62,,,
BAL PTA ATLAS 22X4X75,$620.62,,,
BAL PTA ATLAS 24X2X75,$620.62,,,
BAL PTA ATLAS 24X4X75,$620.62,,,
BAL PTA ATLAS 26X2X75,$620.62,,,
BAL PTA ATLAS 26X4X75,$620.62,,,
BAL PTA CQ 10MMX4CMX120CM,$620.62,,,
BAL PTA CQ 12MMX2CMX75CM,$620.62,,,
BAL PTA CQ 5MMX2CMX50CM,$620.62,,,
BAL PTA CQ 5MMX2CMX75CM,$620.62,,,
BAL PTA CQ 5MMX4CMX120CM,$620.62,,,
BAL PTA CQ 5MMX4CMX50CM,$620.62,,,
BAL PTA CQ 5MMX4CMX75CM,$620.62,,,
BAL PTA CQ 5MMX8CMX50CM,$620.62,,,
BAL PTA CQ 5MMX8CMX75CM,$620.62,,,
BAL PTA CQ 6MMX2CMX120CM,$620.62,,,
BAL PTA CQ 6MMX2CMX50CM,$620.62,,,
BAL PTA CQ 6MMX4CMX120CM,$620.62,,,
BAL PTA CQ 6MMX4CMX50CM,$620.62,,,
BAL PTA CQ 6MMX8CMX50CM,$620.62,,,
BAL PTA CQ 7MMX2CMX120CM,$620.62,,,
BAL PTA CQ 7MMX2CMX50CM,$620.62,,,
BAL PTA CQ 7MMX2CMX75CM,$620.62,,,
BAL PTA CQ 7MMX4CMX120CM,$620.62,,,
BAL PTA CQ 7MMX4CMX50CM,$620.62,,,
BAL PTA CQ 7MMX8CMX75CM,$620.62,,,
BAL PTA CQ 8MMX2CMX75CM,$620.62,,,
BAL PTA CQ 8MMX3CMX75CM,$620.62,,,
BAL PTA CQ 8MMX4CMX120CM,$620.62,,,
BAL PTA CQ 8MMX6CMX75CM,$620.62,,,
BAL PTA CQ 9MMX4CMX120CM,$620.62,,,
BAL PTA CQ 9MMX4CMX75CM,$620.62,,,
BAL PTA PACIFIC 2.5X120X130,$620.62,,,
BAL PTA PACIFIC 2.5X150X130,$620.62,,,
BAL PTA PACIFIC 2.5X20X130,$620.62,,,
BAL PTA PACIFIC 2.5X60X130,$620.62,,,
